Input,Basic,1000000000,1
Input,Basic,1000000000,2
Input,Basic,1000000000,3
Input,Basic,1000000000,4
Input,Basic,1000000000,5
Input,Basic,1000000000,6
Input,Basic,1000000000,7
Input,Basic,1000000000,8
Input,Basic,1000000000,9
Input,Basic,1000000000,10
Input,Basic,1000000000,11
Input,Basic,1000000000,12
Input,Basic,1000000000,13
Input,Basic,1000000000,14
Input,Basic,1000000000,15
Input,Basic,1000000000,16
Input,Basic,1000000000,17
Input,Basic,1000000000,18
Input,Basic,1000000000,19
Input,Basic,1000000000,20
Input,Basic,1000000000,21
Input,Basic,1000000000,22
Input,Basic,1000000000,23
Input,Basic,1000000000,24
Input,Basic,1000000000,25
Input,Basic,1000000000,26
Input,Basic,1000000000,27
Input,Basic,1000000000,28
Input,Basic,1000000000,29
Input,Basic,1000000000,30
