Input,Memory,1000000000,1,10
Input,Memory,1000000000,2,10
Input,Memory,1000000000,3,10
Input,Memory,1000000000,4,10
Input,Memory,1000000000,5,10
Input,Memory,1000000000,6,10
Input,Memory,1000000000,7,10
Input,Memory,1000000000,8,10
Input,Memory,1000000000,9,10
Input,Memory,1000000000,10,10
Input,Memory,1000000000,11,10
Input,Memory,1000000000,12,10
Input,Memory,1000000000,13,10
Input,Memory,1000000000,14,10
Input,Memory,1000000000,15,10
Input,Memory,1000000000,16,10
Input,Memory,1000000000,17,10
Input,Memory,1000000000,18,10
Input,Memory,1000000000,19,10
Input,Memory,1000000000,20,10
Input,Memory,1000000000,21,10
Input,Memory,1000000000,22,10
Input,Memory,1000000000,23,10
Input,Memory,1000000000,24,10
Input,Memory,1000000000,25,10
Input,Memory,1000000000,26,10
Input,Memory,1000000000,27,10
Input,Memory,1000000000,28,10
Input,Memory,1000000000,29,10
Input,Memory,1000000000,30,10
Input,Memory,1000000000,1,20
Input,Memory,1000000000,2,20
Input,Memory,1000000000,3,20
Input,Memory,1000000000,4,20
Input,Memory,1000000000,5,20
Input,Memory,1000000000,6,20
Input,Memory,1000000000,7,20
Input,Memory,1000000000,8,20
Input,Memory,1000000000,9,20
Input,Memory,1000000000,10,20
Input,Memory,1000000000,11,20
Input,Memory,1000000000,12,20
Input,Memory,1000000000,13,20
Input,Memory,1000000000,14,20
Input,Memory,1000000000,15,20
Input,Memory,1000000000,16,20
Input,Memory,1000000000,17,20
Input,Memory,1000000000,18,20
Input,Memory,1000000000,19,20
Input,Memory,1000000000,20,20
Input,Memory,1000000000,21,20
Input,Memory,1000000000,22,20
Input,Memory,1000000000,23,20
Input,Memory,1000000000,24,20
Input,Memory,1000000000,25,20
Input,Memory,1000000000,26,20
Input,Memory,1000000000,27,20
Input,Memory,1000000000,28,20
Input,Memory,1000000000,29,20
Input,Memory,1000000000,30,20
Input,Memory,1000000000,1,30
Input,Memory,1000000000,2,30
Input,Memory,1000000000,3,30
Input,Memory,1000000000,4,30
Input,Memory,1000000000,5,30
Input,Memory,1000000000,6,30
Input,Memory,1000000000,7,30
Input,Memory,1000000000,8,30
Input,Memory,1000000000,9,30
Input,Memory,1000000000,10,30
Input,Memory,1000000000,11,30
Input,Memory,1000000000,12,30
Input,Memory,1000000000,13,30
Input,Memory,1000000000,14,30
Input,Memory,1000000000,15,30
Input,Memory,1000000000,16,30
Input,Memory,1000000000,17,30
Input,Memory,1000000000,18,30
Input,Memory,1000000000,19,30
Input,Memory,1000000000,20,30
Input,Memory,1000000000,21,30
Input,Memory,1000000000,22,30
Input,Memory,1000000000,23,30
Input,Memory,1000000000,24,30
Input,Memory,1000000000,25,30
Input,Memory,1000000000,26,30
Input,Memory,1000000000,27,30
Input,Memory,1000000000,28,30
Input,Memory,1000000000,29,30
Input,Memory,1000000000,30,30
Input,Memory,1000000000,1,40
Input,Memory,1000000000,2,40
Input,Memory,1000000000,3,40
Input,Memory,1000000000,4,40
Input,Memory,1000000000,5,40
Input,Memory,1000000000,6,40
Input,Memory,1000000000,7,40
Input,Memory,1000000000,8,40
Input,Memory,1000000000,9,40
Input,Memory,1000000000,10,40
Input,Memory,1000000000,11,40
Input,Memory,1000000000,12,40
Input,Memory,1000000000,13,40
Input,Memory,1000000000,14,40
Input,Memory,1000000000,15,40
Input,Memory,1000000000,16,40
Input,Memory,1000000000,17,40
Input,Memory,1000000000,18,40
Input,Memory,1000000000,19,40
Input,Memory,1000000000,20,40
Input,Memory,1000000000,21,40
Input,Memory,1000000000,22,40
Input,Memory,1000000000,23,40
Input,Memory,1000000000,24,40
Input,Memory,1000000000,25,40
Input,Memory,1000000000,26,40
Input,Memory,1000000000,27,40
Input,Memory,1000000000,28,40
Input,Memory,1000000000,29,40
Input,Memory,1000000000,30,40
Input,Memory,1000000000,1,50
Input,Memory,1000000000,2,50
Input,Memory,1000000000,3,50
Input,Memory,1000000000,4,50
Input,Memory,1000000000,5,50
Input,Memory,1000000000,6,50
Input,Memory,1000000000,7,50
Input,Memory,1000000000,8,50
Input,Memory,1000000000,9,50
Input,Memory,1000000000,10,50
Input,Memory,1000000000,11,50
Input,Memory,1000000000,12,50
Input,Memory,1000000000,13,50
Input,Memory,1000000000,14,50
Input,Memory,1000000000,15,50
Input,Memory,1000000000,16,50
Input,Memory,1000000000,17,50
Input,Memory,1000000000,18,50
Input,Memory,1000000000,19,50
Input,Memory,1000000000,20,50
Input,Memory,1000000000,21,50
Input,Memory,1000000000,22,50
Input,Memory,1000000000,23,50
Input,Memory,1000000000,24,50
Input,Memory,1000000000,25,50
Input,Memory,1000000000,26,50
Input,Memory,1000000000,27,50
Input,Memory,1000000000,28,50
Input,Memory,1000000000,29,50
Input,Memory,1000000000,30,50
Input,Memory,1000000000,1,60
Input,Memory,1000000000,2,60
Input,Memory,1000000000,3,60
Input,Memory,1000000000,4,60
Input,Memory,1000000000,5,60
Input,Memory,1000000000,6,60
Input,Memory,1000000000,7,60
Input,Memory,1000000000,8,60
Input,Memory,1000000000,9,60
Input,Memory,1000000000,10,60
Input,Memory,1000000000,11,60
